Date file: /home/fk1j/ib9503_04/test_case9_hfb/hfb320_10.cdf
19 Variables plus time, with 601 values each

              T           DELV           PDYN         THRUST          TASCG          ALFCG            THE              Q           QDOT           AXCG           AZCG           AYCG              P              R           PDOT           RDOT          BETCG            PHI           DAIL           DRUD
              S            RAD             PA              N            M/S            RAD            RAD          RAD/S         RAD/S2           M/S2           M/S2           M/S2          RAD/S          RAD/S         RAD/S2         RAD/S2            RAD            RAD            RAD            RAD

       26.00001     0.00370765       4676.367       11619.47       108.9105      0.1083837      0.1201108    -0.01859576     -0.0226762       0.899372       -9.87133     -0.0578368     0.00173313     0.00000000    -0.02023284    -0.00813269     0.00182990    -0.01366752    -0.03918901    -0.01498141
       26.10001     0.00352195       4700.723       11676.20       108.8674      0.1063615      0.1179852    -0.02049022     -0.0226762       0.894512       -9.87134     -0.0662421    -0.00156192    -0.00139418    -0.01936570    -0.00987541     0.00617065    -0.01263037    -0.03899334    -0.01518014
       26.20001     0.00389335       4693.764       11676.97       108.9129      0.1042909      0.1167453    -0.02290136     -0.0126297       0.827251       -9.47538     -0.0788553    -0.00190877    -0.00139418    -0.00765958     0.01365130     0.00154001    -0.01263037    -0.03909117    -0.01483236
       26.30001     0.00482182       4704.205       11686.29       108.8688      0.1007292      0.1146198    -0.02290136      0.0005741       0.789615       -9.26223     -0.1136618    -0.00329616     0.00069709    -0.00317946     0.00987542     0.00344311    -0.01159322    -0.03909117    -0.01503109
       26.40001     0.00426474       4735.519       11707.13       108.9128      0.0969561      0.1117857    -0.02272913      0.0157872       0.761970       -8.96252     -0.0277114    -0.00294931     0.00034854    -0.01618623    -0.00232362     0.00396567    -0.01366752    -0.03918901    -0.01522983
       26.50001     0.00482182       4759.875       11731.74       109.1761      0.0935681      0.1089517    -0.01980133      0.0307133       0.734253       -8.78554     -0.0142516    -0.00607095     0.00069709    -0.01647523     0.00580907    -0.00046833    -0.01418610    -0.03909117    -0.01527951
       26.60001     0.00445044       4777.272       11738.51       109.5719      0.0921167      0.1075346    -0.01704574      0.0291346       0.753588       -8.87192     -0.0960820    -0.00468355     0.00139418     0.05578468     0.00900405    -0.00783674    -0.01418610    -0.03909117    -0.01498141
       26.70001     0.00463613       4770.313       11658.72       109.6145      0.0928419      0.1061175    -0.01429016      0.0166483       0.752187       -9.18291      0.0017937     0.00260025     0.00209126     0.01849858    -0.00406635    -0.00340103    -0.01781613    -0.03918901    -0.01532919
       26.80001     0.00482182       4756.395       11681.85       109.7907      0.0924506      0.1054090    -0.01360126      0.0093288       0.741602       -9.01383      0.0472705    -0.00052138     0.00069709     0.01011642    -0.01248950    -0.00060294    -0.01470467    -0.03918901    -0.01532919
       26.90001     0.00500752       4791.191       11683.38       109.8782      0.0907459      0.1032835    -0.01222347      0.0070326       0.702250       -8.68356     -0.0282116     0.00502819     0.00000000     0.02326770    -0.00464726    -0.00245811    -0.01470467    -0.03909117    -0.01522983
       27.00001     0.00537892       4822.508       11659.97       110.2753      0.0889612      0.1020436    -0.01170680      0.0246854       0.689529       -8.66502     -0.0174781     0.00260025    -0.00034854    -0.04046554    -0.00261409    -0.00357390    -0.01470467    -0.03909117    -0.01527951
       27.10001     0.00537892       4846.865       11700.95       110.3171      0.0875188      0.1009808    -0.00757342      0.0301392       0.694989       -8.78570     -0.0262483    -0.00034795    -0.00069709     0.01647527    -0.00813269    -0.00241829    -0.01418610    -0.03909117    -0.01547824
       27.20001     0.00537892       4815.547       11693.93       110.4928      0.0858297      0.1006266    -0.00602341      0.0219586       0.674538       -8.56788     -0.0682037     0.00502819    -0.00174272     0.03295056    -0.00377590    -0.00083095    -0.01314895    -0.03909117    -0.01537887
       27.30001     0.00519322       4815.549       11693.88       110.4910      0.0861256      0.0995638    -0.00292337      0.0287040       0.724131       -8.67585      0.0354007     0.00468134    -0.00139418    -0.01633073     0.00406634    -0.00517016    -0.01470467    -0.03909117    -0.01522983
       27.40001     0.00537892       4812.069       11662.13       110.4016      0.0863228      0.0995638    -0.00085669      0.0091853       0.712210       -8.87897      0.0170705     0.00329395    -0.00139418     0.00158972    -0.00842315    -0.00119731    -0.01470467    -0.03933576    -0.01522983
       27.50001     0.00500752       4825.987       11693.85       110.4898      0.0863392      0.0995638    -0.00068446      0.0071760       0.711990       -8.68349     -0.0906486     0.00537504    -0.00278835     0.03497383    -0.00813270    -0.00349130    -0.01263037    -0.03918901    -0.01562729
       27.60001     0.00519322       4825.990       11690.96       110.4889      0.0864872      0.0995638     0.00086555      0.0169354       0.713063       -8.68002      0.0056753     0.00867009    -0.00278835    -0.00679238     0.00116181    -0.00404373    -0.01003749    -0.03909117    -0.01562729
       27.70001     0.00500752       4805.110       11670.82       110.4881      0.0883419      0.0997409     0.00224334      0.0067455       0.741260       -9.06378      0.0110688     0.00572189    -0.00278835     0.02890402     0.00000000    -0.00657591    -0.01107464    -0.03909117    -0.01542856
       27.80001     0.00537892       4805.110       11687.91       110.3115      0.0889167      0.1004495     0.00224334      0.0002870       0.750319       -9.06608     -0.0440431     0.01421966    -0.00278835     0.05737441     0.00000000    -0.00637140    -0.00951891    -0.03909117    -0.01537887
       27.90001     0.00482182       4812.071       11687.91       110.3115      0.0905250      0.0995638     0.00224334     -0.0094723       0.749245       -9.06955      0.0674270     0.01508678    -0.00278835    -0.00317939     0.00174271    -0.00555498    -0.01107464    -0.03909117    -0.01547824
       28.00001     0.00482182       4787.711       11636.79       110.2683      0.0919687      0.1002723     0.00052110     -0.0134909       0.763459       -9.41432      0.0377017     0.01473993    -0.00278835    -0.00997186    -0.01277993    -0.00604380    -0.00951891    -0.03928684    -0.01537887
       28.10001     0.00407904       4798.150       11685.07       110.3129      0.0925921      0.0997409    -0.00016779     -0.0051667       0.788807       -9.27647     -0.0854705     0.01369939    -0.00487961     0.01112797    -0.00697087    -0.00714953    -0.00640746    -0.03909117    -0.01562729
       28.20001     0.00389335       4798.152       11664.93       110.3133      0.0925262      0.0997409    -0.00085669     -0.0134909       0.778117       -9.08323      0.0322242     0.01508678    -0.00418253    -0.05347239    -0.00058095    -0.00680295    -0.00588888    -0.03918901    -0.01547824
       28.30001     0.00389335       4777.275       11685.07       110.3142      0.0923615      0.0995638    -0.00257893     -0.0094723       0.807885       -9.41288      0.1046706     0.00450792    -0.00557670    -0.05809700    -0.01916992    -0.01297565    -0.00329600    -0.03928684    -0.01532919
       28.40001     0.00426474       4770.313       11677.49       109.8727      0.0935095      0.0997409    -0.00257893      0.0025833       0.799448       -9.46991     -0.0156876     0.00537504    -0.00766797     0.02138890    -0.02265533    -0.01049554    -0.00485173    -0.03918901    -0.01567697
       28.50001     0.00426474       4756.397       11675.97       109.7844      0.0939689      0.0990324    -0.00257893     -0.0068890       0.798417       -9.26480      0.0575998     0.00572189    -0.00975923    -0.03757518    -0.01423226    -0.00607023    -0.00537030    -0.03928684    -0.01597507
       28.60001     0.00426474       4784.234       11693.13       109.6086      0.0940658      0.0990324    -0.00395672     -0.0149261       0.787776       -9.37804      0.0960650    -0.00086823    -0.01045632    -0.03237250    -0.00290458    -0.00863334    -0.00381458    -0.03909117    -0.01567697
       28.70001     0.00445044       4749.438       11683.07       109.6094      0.0950820      0.0990324    -0.00533451     -0.0140649       0.787877       -9.47583     -0.0396450    -0.00034795    -0.01080486    -0.01242876    -0.01161813    -0.00616093    -0.00277743    -0.03933576    -0.01537887
       28.80001     0.00463613       4728.560       11652.13       109.5660      0.0966724      0.0981468    -0.00671230     -0.0114816       0.817502       -9.41363     -0.0041997    -0.00433671    -0.01254758    -0.04335599    -0.00987542    -0.00576966    -0.00277743    -0.03909117    -0.01562729
       28.90001     0.00389335       4742.477       11629.16       109.5666      0.0966877      0.0976154    -0.00774565     -0.0140650       0.787911       -9.47587      0.0123479    -0.00711149    -0.01254758     0.01257321     0.00145226    -0.00505239    -0.00640746    -0.03928684    -0.01532919
       29.00001     0.00463613       4763.354       11639.22       109.5676      0.0974410      0.0967297    -0.00946789     -0.0134909       0.817294       -9.61054     -0.0297834    -0.00294931    -0.01254758     0.02052184     0.00058090    -0.00568153    -0.00537030    -0.03918901    -0.01542856
       29.10001     0.00463613       4791.193       11670.15       109.6123      0.0966526      0.0947813    -0.01050123     -0.0169354       0.807152       -9.36652     -0.0371381    -0.00433671    -0.01254758    -0.02890394    -0.00522816    -0.00447062    -0.00951891    -0.03909117    -0.01552792
       29.20001     0.00445044       4801.628       11670.18       109.6135      0.0964537      0.0940728    -0.01256792     -0.0096158       0.788440       -9.21679     -0.0533398    -0.00676464    -0.01324467     0.01011638     0.00319500    -0.00092374    -0.00951891    -0.03909117    -0.01547824
       29.30001     0.00463613       4787.709       11673.19       109.7899      0.0951102      0.0923015    -0.01222347      0.0057408       0.780336       -9.26037     -0.0465244    -0.00294931    -0.01185050     0.01878756     0.01481313     0.00034050    -0.00951891    -0.03914009    -0.01537887
       29.40001     0.00463613       4777.275       11683.25       109.7896      0.0943556      0.0908844    -0.01170680      0.0097593       0.780766       -9.18537     -0.0809375    -0.00398986    -0.01080486    -0.01358485     0.00464726    -0.00000817    -0.00951891    -0.03909117    -0.01522983
       29.50001     0.00463613       4791.191       11713.40       109.7889      0.0934376      0.0896446    -0.01050123      0.0066019       0.760867       -9.07612     -0.1079897    -0.00468355    -0.01080486     0.00433558    -0.00000001     0.00307447    -0.01003749    -0.03899334    -0.01498141
       29.60001     0.00463613       4801.630       11691.56       110.2746      0.0945904      0.0894674    -0.01050123     -0.0012917       0.779539       -9.27512     -0.0925680    -0.00433671    -0.01045632    -0.03179440     0.00958497     0.00547512    -0.00951891    -0.03909117    -0.01493172
       29.70001     0.00426474       4784.234       11671.43       110.2746      0.0934416      0.0876961    -0.01050123     -0.0005740       0.730755       -8.96834     -0.0836547    -0.01092682    -0.00906214    -0.06749085     0.01219907     0.00149320    -0.01159322    -0.03938467    -0.01483236
       29.80001     0.00407904       4759.875       11681.49       110.2744      0.0909474      0.0876961    -0.01015678      0.0192317       0.713387       -8.61798     -0.1086942    -0.01578269    -0.00836505    -0.01849863     0.00058090     0.00180913    -0.01159322    -0.03928684    -0.01473300
